ChemicalName,Symptom,relationship
"1,2-Dichloroethane",unresponsive,hasSymptom
"1,2-Dichloroethane",Hearing Loss,hasSymptom
"1,2-Dichloroethane",Tinnitus,hasSymptom
"1,2-Dichloroethane",Eye irritation/redness,hasSymptom
"1,2-Dichloroethane",Eye Swelling,hasSymptom
"1,2-Dichloroethane",Impaired Vision,hasSymptom
"1,2-Dichloroethane",Light Sensitivity,hasSymptom
"1,2-Dichloroethane",Tearing,hasSymptom
"1,2-Dichloroethane",Vision Loss,hasSymptom
"1,2-Dichloroethane",Nosal Irritation,hasSymptom
"1,2-Dichloroethane",Coughing/chocking,hasSymptom
"1,2-Dichloroethane",Throat irritation,hasSymptom
"1,2-Dichloroethane",Arrythmia,hasSymptom
"1,2-Dichloroethane",Hypoxia/Cyanosis,hasSymptom
"1,2-Dichloroethane",Coughing/Chocking,hasSymptom
"1,2-Dichloroethane",Hypoxia/cyanosis,hasSymptom
"1,2-Dichloroethane",Irregular Breathing,hasSymptom
"1,2-Dichloroethane",Pulmonary Edema,hasSymptom
"1,2-Dichloroethane",Rapid Breathing,hasSymptom
"1,2-Dichloroethane",Resp burning/irritation,hasSymptom
"1,2-Dichloroethane",Respiratory Arrest,hasSymptom
"1,2-Dichloroethane",Shortness of Breathing,hasSymptom
"1,2-Dichloroethane",Abdom. Discomfort,hasSymptom
"1,2-Dichloroethane",Nausea,hasSymptom
"1,2-Dichloroethane",Vomiting,hasSymptom
"1,2-Dichloroethane",Cyanosis/blue,hasSymptom
"1,2-Dichloroethane",Skin burns/burning,hasSymptom
"1,2-Dichloroethane",Skin redness,hasSymptom
"1,2-Dichloroethylene",Chilles,hasSymptom
"1,2-Dichloroethylene",High Body Temp,hasSymptom
"1,2-Dichloroethylene",Low Body Temp,hasSymptom
"1,2-Dichloroethylene",Shivering,hasSymptom
"1,2-Dichloroethylene",Agitation,hasSymptom
"1,2-Dichloroethylene",Dizziness,hasSymptom
"1,2-Dichloroethylene",drowsiness,hasSymptom
"1,2-Dichloroethylene",fatigue/weakness,hasSymptom
"1,2-Dichloroethylene",Headaches,hasSymptom
"1,2-Dichloroethylene",Lack of coordination,hasSymptom
"1,2-Dichloroethylene",Lower Mentatl State,hasSymptom
"1,2-Dichloroethylene",Numbness/tingling,hasSymptom
"1,2-Dichloroethylene",Paralysis,hasSymptom
"1,2-Dichloroethylene",Spasm/seizures,hasSymptom
"1,2-Dichloroethylene",unresponsive,hasSymptom
"1,2-Dichloroethylene",Hearing Loss,hasSymptom
"1,2-Dichloroethylene",Eye irritation/redness,hasSymptom
"1,2-Dichloroethylene",Eye Swelling,hasSymptom
"1,2-Dichloroethylene",Impaired Vision,hasSymptom
"1,2-Dichloroethylene",Light Sensitivity,hasSymptom
"1,2-Dichloroethylene",Tearing,hasSymptom
"1,2-Dichloroethylene",Vision Loss,hasSymptom
"1,2-Dichloroethylene",Nosal Irritation,hasSymptom
"1,2-Dichloroethylene",Coughing/chocking,hasSymptom
"1,2-Dichloroethylene",Drooling/Salivation,hasSymptom
"1,2-Dichloroethylene",Mouth irritation,hasSymptom
"1,2-Dichloroethylene",Throat irritation,hasSymptom
"1,2-Dichloroethylene",Arrythmia,hasSymptom
"1,2-Dichloroethylene",Bradycardia,hasSymptom
"1,2-Dichloroethylene",Chest pain,hasSymptom
"1,2-Dichloroethylene",Hypotension/Shock,hasSymptom
"1,2-Dichloroethylene",Hypoxia/Cyanosis,hasSymptom
"1,2-Dichloroethylene",Tachycardia,hasSymptom
"1,2-Dichloroethylene",Coughing/Chocking,hasSymptom
"1,2-Dichloroethylene",Coughing Blood,hasSymptom
"1,2-Dichloroethylene",Hypoxia/cyanosis,hasSymptom
"1,2-Dichloroethylene",Irregular Breathing,hasSymptom
"1,2-Dichloroethylene",Pulmonary Edema,hasSymptom
"1,2-Dichloroethylene",Resp burning/irritation,hasSymptom
"1,2-Dichloroethylene",Shortness of Breathing,hasSymptom
"1,2-Dichloroethylene",Slow Breathing,hasSymptom
"1,2-Dichloroethylene",Abdom. Discomfort,hasSymptom
"1,2-Dichloroethylene",Diarrhea,hasSymptom
"1,2-Dichloroethylene",Nausea,hasSymptom
"1,2-Dichloroethylene",Vomiting,hasSymptom
"1,2-Dichloroethylene",Cyanosis/blue,hasSymptom
"1,2-Dichloroethylene",Dry skin,hasSymptom
"1,2-Dichloroethylene",itching,hasSymptom
"1,2-Dichloroethylene",Jaundice/yellow,hasSymptom
"1,2-Dichloroethylene",Numbness/tingling,hasSymptom
"1,2-Dichloroethylene",Rash,hasSymptom
"1,2-Dichloroethylene",Skin burns/burning,hasSymptom
"1,2-Dichloroethylene",Skin redness,hasSymptom
"1,2-Dichloroethylene",Skin sweling,hasSymptom
"1,2-Dichloropropane",Chilles,hasSymptom
"1,2-Dichloropropane",High Body Temp,hasSymptom
"1,2-Dichloropropane",Low Body Temp,hasSymptom
"1,2-Dichloropropane",Shivering,hasSymptom
"1,2-Dichloropropane",Headaches,hasSymptom
"1,2-Dichloropropane",Lower Mentatl State,hasSymptom
"1,2-Dichloropropane",Hearing Loss,hasSymptom
"1,2-Dichloropropane",Tinnitus,hasSymptom
"1,2-Dichloropropane",Eye irritation/redness,hasSymptom
"1,2-Dichloropropane",Nosal Irritation,hasSymptom
"1,2-Dichloropropane",Throat irritation,hasSymptom
"1,2-Dichloropropane",Arrythmia,hasSymptom
"1,2-Dichloropropane",Bradycardia,hasSymptom
"1,2-Dichloropropane",Chest pain,hasSymptom
"1,2-Dichloropropane",Hypertension,hasSymptom
"1,2-Dichloropropane",Hypotension/Shock,hasSymptom
"1,2-Dichloropropane",Hypoxia/Cyanosis,hasSymptom
"1,2-Dichloropropane",Tachycardia,hasSymptom
"1,2-Dichloropropane",Resp burning/irritation,hasSymptom
"1,2-Dichloropropane",Abdom. Discomfort,hasSymptom
"1,2-Dichloropropane",Diarrhea,hasSymptom
"1,2-Dichloropropane",Nausea,hasSymptom
"1,2-Dichloropropane","Urination, bloody",hasSymptom
"1,2-Dichloropropane",Vomiting,hasSymptom
"1,2-Dichloropropane",itching,hasSymptom
"1,2-Dichloropropane",Rash,hasSymptom
"1,2-Dichloropropane",Skin burns/burning,hasSymptom
"1,2-Dichloropropane",Skin redness,hasSymptom
"1,2-Dichloropropane",Skin sweling,hasSymptom
"1,2-Diphenylhydrazine",High Body Temp,hasSymptom
"1,2-Diphenylhydrazine",Agitation,hasSymptom
"1,2-Diphenylhydrazine",Dizziness,hasSymptom
"1,2-Diphenylhydrazine",drowsiness,hasSymptom
"1,2-Diphenylhydrazine",fatigue/weakness,hasSymptom
"1,2-Diphenylhydrazine",Headaches,hasSymptom
"1,2-Diphenylhydrazine",Lack of coordination,hasSymptom
"1,2-Diphenylhydrazine",Lower Mentatl State,hasSymptom
"1,2-Diphenylhydrazine",Numbness/tingling,hasSymptom
"1,2-Diphenylhydrazine",Spasm/seizures,hasSymptom
"1,2-Diphenylhydrazine",unresponsive,hasSymptom
"1,2-Diphenylhydrazine",Hearing Loss,hasSymptom
"1,2-Diphenylhydrazine",Tinnitus,hasSymptom
"1,2-Diphenylhydrazine",Eye irritation/redness,hasSymptom
"1,2-Diphenylhydrazine",Eye Swelling,hasSymptom
"1,2-Diphenylhydrazine",Impaired Vision,hasSymptom
"1,2-Diphenylhydrazine",Light Sensitivity,hasSymptom
"1,2-Diphenylhydrazine",Tearing,hasSymptom
"1,2-Diphenylhydrazine",Vision Loss,hasSymptom
"1,2-Diphenylhydrazine",Nosal Irritation,hasSymptom
"1,2-Diphenylhydrazine",Coughing/chocking,hasSymptom
"1,2-Diphenylhydrazine",Drooling/Salivation,hasSymptom
"1,2-Diphenylhydrazine",Mouth irritation,hasSymptom
"1,2-Diphenylhydrazine",Throat irritation,hasSymptom
"1,2-Diphenylhydrazine",Arrythmia,hasSymptom
"1,2-Diphenylhydrazine",Bradycardia,hasSymptom
"1,2-Diphenylhydrazine",Hypotension/Shock,hasSymptom
"1,2-Diphenylhydrazine",Hypoxia/Cyanosis,hasSymptom
"1,2-Diphenylhydrazine",Tachycardia,hasSymptom
"1,2-Diphenylhydrazine",Coughing/Chocking,hasSymptom
"1,2-Diphenylhydrazine",Hypoxia/cyanosis,hasSymptom
"1,2-Diphenylhydrazine",Irregular Breathing,hasSymptom
"1,2-Diphenylhydrazine",Pulmonary Edema,hasSymptom
"1,2-Diphenylhydrazine",Resp burning/irritation,hasSymptom
"1,2-Diphenylhydrazine",Shortness of Breathing,hasSymptom
"1,2-Diphenylhydrazine",Abdom. Discomfort,hasSymptom
"1,2-Diphenylhydrazine",Nausea,hasSymptom
"1,2-Diphenylhydrazine",Urinary incontinence,hasSymptom
"1,2-Diphenylhydrazine",Urinary pain/burning,hasSymptom
"1,2-Diphenylhydrazine","Urination, bloody",hasSymptom
"1,2-Diphenylhydrazine",Vomiting,hasSymptom
"1,2-Diphenylhydrazine",Vomiting Blood,hasSymptom
"1,2-Diphenylhydrazine",Cyanosis/blue,hasSymptom
"1,2-Diphenylhydrazine",itching,hasSymptom
"1,2-Diphenylhydrazine",Numbness/tingling,hasSymptom
"1,2-Diphenylhydrazine",Rash,hasSymptom
"1,2-Diphenylhydrazine",Skin burns/burning,hasSymptom
"1,2-Diphenylhydrazine",Skin redness,hasSymptom
"1,2-Diphenylhydrazine",Skin sweling,hasSymptom
"1,2-Propanediol Dinitrate",Chilles,hasSymptom
"1,2-Propanediol Dinitrate",High Body Temp,hasSymptom
"1,2-Propanediol Dinitrate",Low Body Temp,hasSymptom
"1,2-Propanediol Dinitrate",Shivering,hasSymptom
"1,2-Propanediol Dinitrate",Dizziness,hasSymptom
"1,2-Propanediol Dinitrate",drowsiness,hasSymptom
"1,2-Propanediol Dinitrate",fatigue/weakness,hasSymptom
"1,2-Propanediol Dinitrate",Headaches,hasSymptom
"1,2-Propanediol Dinitrate",Lack of coordination,hasSymptom
"1,2-Propanediol Dinitrate",Lower Mentatl State,hasSymptom
"1,2-Propanediol Dinitrate",Spasm/seizures,hasSymptom
"1,2-Propanediol Dinitrate",unresponsive,hasSymptom
"1,2-Propanediol Dinitrate",Hearing Loss,hasSymptom
"1,2-Propanediol Dinitrate",Tinnitus,hasSymptom
"1,2-Propanediol Dinitrate",Eye irritation/redness,hasSymptom
"1,2-Propanediol Dinitrate",Impaired Vision,hasSymptom
"1,2-Propanediol Dinitrate",Nosal Irritation,hasSymptom
"1,2-Propanediol Dinitrate",Runny nose,hasSymptom
"1,2-Propanediol Dinitrate",Mouth irritation,hasSymptom
"1,2-Propanediol Dinitrate",Throat irritation,hasSymptom
"1,2-Propanediol Dinitrate",Arrythmia,hasSymptom
"1,2-Propanediol Dinitrate",Bradycardia,hasSymptom
"1,2-Propanediol Dinitrate",Chest pain,hasSymptom
"1,2-Propanediol Dinitrate",Hypertension,hasSymptom
"1,2-Propanediol Dinitrate",Hypotension/Shock,hasSymptom
"1,2-Propanediol Dinitrate",Hypoxia/Cyanosis,hasSymptom
"1,2-Propanediol Dinitrate",Tachycardia,hasSymptom
"1,2-Propanediol Dinitrate",Congestion,hasSymptom
"1,2-Propanediol Dinitrate",Hypoxia/cyanosis,hasSymptom
"1,2-Propanediol Dinitrate",Irregular Breathing,hasSymptom
"1,2-Propanediol Dinitrate",Rapid Breathing,hasSymptom
"1,2-Propanediol Dinitrate",Shortness of Breathing,hasSymptom
"1,2-Propanediol Dinitrate",Slow Breathing,hasSymptom
"1,2-Propanediol Dinitrate",Abdom. Discomfort,hasSymptom
"1,2-Propanediol Dinitrate",Diarrhea,hasSymptom
"1,2-Propanediol Dinitrate",Nausea,hasSymptom
"1,2-Propanediol Dinitrate",Vomiting,hasSymptom
"1,2-Propanediol Dinitrate",Cyanosis/blue,hasSymptom
"1,2-Propylene Oxide",Chilles,hasSymptom
"1,2-Propylene Oxide",High Body Temp,hasSymptom
"1,2-Propylene Oxide",Low Body Temp,hasSymptom
"1,2-Propylene Oxide",Shivering,hasSymptom
"1,2-Propylene Oxide",fatigue/weakness,hasSymptom
"1,2-Propylene Oxide",Headaches,hasSymptom
"1,2-Propylene Oxide",Lack of coordination,hasSymptom
"1,2-Propylene Oxide",Lower Mentatl State,hasSymptom
"1,2-Propylene Oxide",unresponsive,hasSymptom
"1,2-Propylene Oxide",Hearing Loss,hasSymptom
"1,2-Propylene Oxide",Tinnitus,hasSymptom
"1,2-Propylene Oxide",Eye irritation/redness,hasSymptom
"1,2-Propylene Oxide",Nosal Irritation,hasSymptom
"1,2-Propylene Oxide",Coughing/chocking,hasSymptom
"1,2-Propylene Oxide",Mouth irritation,hasSymptom
"1,2-Propylene Oxide",Throat irritation,hasSymptom
"1,2-Propylene Oxide",Hypoxia/Cyanosis,hasSymptom
"1,2-Propylene Oxide",Chest Discomfort,hasSymptom
"1,2-Propylene Oxide",Congestion,hasSymptom
"1,2-Propylene Oxide",Coughing/Chocking,hasSymptom
"1,2-Propylene Oxide",Hypoxia/cyanosis,hasSymptom
"1,2-Propylene Oxide",Irregular Breathing,hasSymptom
"1,2-Propylene Oxide",Pulmonary Edema,hasSymptom
"1,2-Propylene Oxide",Rapid Breathing,hasSymptom
"1,2-Propylene Oxide",Resp burning/irritation,hasSymptom
"1,2-Propylene Oxide",Respiratory Arrest,hasSymptom
"1,2-Propylene Oxide",Shortness of Breathing,hasSymptom
"1,2-Propylene Oxide",Slow Breathing,hasSymptom
"1,2-Propylene Oxide",Wheezing,hasSymptom
"1,2-Propylene Oxide",Diarrhea,hasSymptom
"1,2-Propylene Oxide",Nausea,hasSymptom
"1,2-Propylene Oxide",Vomiting,hasSymptom
"1,2-Propylene Oxide",Cyanosis/blue,hasSymptom
"1,2-Propylene Oxide",itching,hasSymptom
"1,2-Propylene Oxide",Rash,hasSymptom
"1,2-Propylene Oxide",Skin burns/burning,hasSymptom
"1,2-Propylene Oxide",Skin redness,hasSymptom
"1,2-Propylene Oxide",Skin sweling,hasSymptom
"1,3,5-Trinitrobenzene",Chilles,hasSymptom
"1,3,5-Trinitrobenzene",High Body Temp,hasSymptom
"1,3,5-Trinitrobenzene",Low Body Temp,hasSymptom
"1,3,5-Trinitrobenzene",Shivering,hasSymptom
"1,3,5-Trinitrobenzene",Agitation,hasSymptom
"1,3,5-Trinitrobenzene",Dizziness,hasSymptom
"1,3,5-Trinitrobenzene",drowsiness,hasSymptom
"1,3,5-Trinitrobenzene",fatigue/weakness,hasSymptom
"1,3,5-Trinitrobenzene",Headaches,hasSymptom
"1,3,5-Trinitrobenzene",Lower Mentatl State,hasSymptom
"1,3,5-Trinitrobenzene",Spasm/seizures,hasSymptom
"1,3,5-Trinitrobenzene",unresponsive,hasSymptom
"1,3,5-Trinitrobenzene",Hearing Loss,hasSymptom
"1,3,5-Trinitrobenzene",Tinnitus,hasSymptom
"1,3,5-Trinitrobenzene",Eye irritation/redness,hasSymptom
"1,3,5-Trinitrobenzene",Impaired Vision,hasSymptom
"1,3,5-Trinitrobenzene",Vision Loss,hasSymptom
"1,3,5-Trinitrobenzene",Bloddy Nose,hasSymptom
"1,3,5-Trinitrobenzene",Nosal Irritation,hasSymptom
"1,3,5-Trinitrobenzene",Runny nose,hasSymptom
"1,3,5-Trinitrobenzene",Sneezing,hasSymptom
"1,3,5-Trinitrobenzene",Coughing/chocking,hasSymptom
"1,3,5-Trinitrobenzene",Drooling/Salivation,hasSymptom
"1,3,5-Trinitrobenzene",Dry mouth/throat,hasSymptom
"1,3,5-Trinitrobenzene",Mouth irritation,hasSymptom
"1,3,5-Trinitrobenzene",Throat irritation,hasSymptom
"1,3,5-Trinitrobenzene",Arrythmia,hasSymptom
"1,3,5-Trinitrobenzene",Bradycardia,hasSymptom
"1,3,5-Trinitrobenzene",Chest pain,hasSymptom
"1,3,5-Trinitrobenzene",Hypotension/Shock,hasSymptom
"1,3,5-Trinitrobenzene",Hypoxia/Cyanosis,hasSymptom
"1,3,5-Trinitrobenzene",Tachycardia,hasSymptom
"1,3,5-Trinitrobenzene",Chest Discomfort,hasSymptom
"1,3,5-Trinitrobenzene",Hypoxia/cyanosis,hasSymptom
"1,3,5-Trinitrobenzene",Irregular Breathing,hasSymptom
"1,3,5-Trinitrobenzene",Rapid Breathing,hasSymptom
"1,3,5-Trinitrobenzene",Respiratory Arrest,hasSymptom
"1,3,5-Trinitrobenzene",Shortness of Breathing,hasSymptom
"1,3,5-Trinitrobenzene",Slow Breathing,hasSymptom
"1,3,5-Trinitrobenzene",Wheezing,hasSymptom
"1,3,5-Trinitrobenzene",Nausea,hasSymptom
"1,3,5-Trinitrobenzene",Vomiting,hasSymptom
"1,3,5-Trinitrobenzene",Cyanosis/blue,hasSymptom
"1,3,5-Trinitrobenzene",itching,hasSymptom
"1,3,5-Trinitrobenzene",Rash,hasSymptom
"1,3,5-Trinitrobenzene",Skin burns/burning,hasSymptom
"1,3,5-Trinitrobenzene",Skin redness,hasSymptom
"1,3,5-Trinitrobenzene",Skin sweling,hasSymptom
"1,3-Butadiene",Chilles,hasSymptom
"1,3-Butadiene",High Body Temp,hasSymptom
"1,3-Butadiene",Low Body Temp,hasSymptom
"1,3-Butadiene",Shivering,hasSymptom
"1,3-Butadiene",drowsiness,hasSymptom
"1,3-Butadiene",fatigue/weakness,hasSymptom
"1,3-Butadiene",Headaches,hasSymptom
"1,3-Butadiene",Lower Mentatl State,hasSymptom
"1,3-Butadiene",Numbness/tingling,hasSymptom
"1,3-Butadiene",Paralysis,hasSymptom
"1,3-Butadiene",Spasm/seizures,hasSymptom
"1,3-Butadiene",unresponsive,hasSymptom
"1,3-Butadiene",Hearing Loss,hasSymptom
"1,3-Butadiene",Tinnitus,hasSymptom
"1,3-Butadiene",Eye irritation/redness,hasSymptom
"1,3-Butadiene",Impaired Vision,hasSymptom
"1,3-Butadiene",Nosal Irritation,hasSymptom
"1,3-Butadiene",Coughing/chocking,hasSymptom
"1,3-Butadiene",Dry mouth/throat,hasSymptom
"1,3-Butadiene",Mouth irritation,hasSymptom
"1,3-Butadiene",Throat irritation,hasSymptom
"1,3-Butadiene",Arrythmia,hasSymptom
"1,3-Butadiene",Bradycardia,hasSymptom
"1,3-Butadiene",Hypotension/Shock,hasSymptom
"1,3-Butadiene",Coughing/Chocking,hasSymptom
"1,3-Butadiene",Resp burning/irritation,hasSymptom
"1,3-Butadiene",Respiratory Arrest,hasSymptom
"1,3-Butadiene",Abdom. Discomfort,hasSymptom
"1,3-Butadiene",Abdom. Distension,hasSymptom
"1,3-Butadiene",Diarrhea,hasSymptom
"1,3-Butadiene",Nausea,hasSymptom
"1,3-Butadiene",Urinary incontinence,hasSymptom
"1,3-Butadiene",Urinary pain/burning,hasSymptom
"1,3-Butadiene","Urination, bloody",hasSymptom
"1,3-Butadiene",Vomiting,hasSymptom
"1,3-Butadiene",Vomiting Blood,hasSymptom
"1,3-Butadiene",Frostbite,hasSymptom
"1,3-Butadiene",itching,hasSymptom
"1,3-Butadiene",Numbness/tingling,hasSymptom
"1,3-Butadiene",Rash,hasSymptom
"1,3-Butadiene",Skin burns/burning,hasSymptom
"1,3-Butadiene",Skin redness,hasSymptom
"1,3-Butadiene",Skin sweling,hasSymptom
"1,3-Dichloropropene",Chilles,hasSymptom
"1,3-Dichloropropene",High Body Temp,hasSymptom
"1,3-Dichloropropene",Low Body Temp,hasSymptom
"1,3-Dichloropropene",Shivering,hasSymptom
"1,3-Dichloropropene",Agitation,hasSymptom
"1,3-Dichloropropene",Dizziness,hasSymptom
"1,3-Dichloropropene",drowsiness,hasSymptom
"1,3-Dichloropropene",fatigue/weakness,hasSymptom
"1,3-Dichloropropene",Headaches,hasSymptom
"1,3-Dichloropropene",Lack of coordination,hasSymptom
"1,3-Dichloropropene",Lower Mentatl State,hasSymptom
"1,3-Dichloropropene",Numbness/tingling,hasSymptom
"1,3-Dichloropropene",Paralysis,hasSymptom
"1,3-Dichloropropene",Slurred Speech,hasSymptom
"1,3-Dichloropropene",Spasm/seizures,hasSymptom
"1,3-Dichloropropene",unresponsive,hasSymptom
"1,3-Dichloropropene",Hearing Loss,hasSymptom
"1,3-Dichloropropene",Tinnitus,hasSymptom
"1,3-Dichloropropene",Dilated Pupils,hasSymptom
"1,3-Dichloropropene",Eye irritation/redness,hasSymptom
"1,3-Dichloropropene",Eye Swelling,hasSymptom
"1,3-Dichloropropene",Impaired Vision,hasSymptom
"1,3-Dichloropropene",Light Sensitivity,hasSymptom
"1,3-Dichloropropene",Tearing,hasSymptom
"1,3-Dichloropropene",Vision Loss,hasSymptom
"1,3-Dichloropropene",Nosal Irritation,hasSymptom
"1,3-Dichloropropene",Coughing/chocking,hasSymptom
"1,3-Dichloropropene",Drooling/Salivation,hasSymptom
"1,3-Dichloropropene",Dry mouth/throat,hasSymptom
"1,3-Dichloropropene",Mouth irritation,hasSymptom
"1,3-Dichloropropene",Throat irritation,hasSymptom
"1,3-Dichloropropene",Arrythmia,hasSymptom
"1,3-Dichloropropene",Tachycardia,hasSymptom
"1,3-Dichloropropene",Irregular Breathing,hasSymptom
"1,3-Dichloropropene",Rapid Breathing,hasSymptom
"1,3-Dichloropropene",Resp burning/irritation,hasSymptom
"1,3-Dichloropropene",Shortness of Breathing,hasSymptom
"1,3-Dichloropropene",Slow Breathing,hasSymptom
"1,3-Dichloropropene",Wheezing,hasSymptom
"1,3-Dichloropropene",Abdom. Discomfort,hasSymptom
"1,3-Dichloropropene",Vomiting,hasSymptom
"1,3-Dichloropropene",Vomiting Blood,hasSymptom
"1,3-Dichloropropene",Skin sweling,hasSymptom
"1,3-Dinitrobenzene",Chilles,hasSymptom
"1,3-Dinitrobenzene",High Body Temp,hasSymptom
"1,3-Dinitrobenzene",Low Body Temp,hasSymptom
"1,3-Dinitrobenzene",Shivering,hasSymptom
"1,3-Dinitrobenzene",Agitation,hasSymptom
"1,3-Dinitrobenzene",Dizziness,hasSymptom
"1,3-Dinitrobenzene",drowsiness,hasSymptom
"1,3-Dinitrobenzene",fatigue/weakness,hasSymptom
"1,3-Dinitrobenzene",Headaches,hasSymptom
"1,3-Dinitrobenzene",Lower Mentatl State,hasSymptom
"1,3-Dinitrobenzene",Spasm/seizures,hasSymptom
"1,3-Dinitrobenzene",unresponsive,hasSymptom
"1,3-Dinitrobenzene",Hearing Loss,hasSymptom
"1,3-Dinitrobenzene",Tinnitus,hasSymptom
"1,3-Dinitrobenzene",Eye irritation/redness,hasSymptom
"1,3-Dinitrobenzene",Impaired Vision,hasSymptom
"1,3-Dinitrobenzene",Vision Loss,hasSymptom
"1,3-Dinitrobenzene",Bloddy Nose,hasSymptom
"1,3-Dinitrobenzene",Nosal Irritation,hasSymptom
"1,3-Dinitrobenzene",Runny nose,hasSymptom
"1,3-Dinitrobenzene",Sneezing,hasSymptom
"1,3-Dinitrobenzene",Coughing/chocking,hasSymptom
"1,3-Dinitrobenzene",Drooling/Salivation,hasSymptom
"1,3-Dinitrobenzene",Dry mouth/throat,hasSymptom
"1,3-Dinitrobenzene",Mouth irritation,hasSymptom
"1,3-Dinitrobenzene",Throat irritation,hasSymptom
"1,3-Dinitrobenzene",Arrythmia,hasSymptom
"1,3-Dinitrobenzene",Bradycardia,hasSymptom
"1,3-Dinitrobenzene",Chest pain,hasSymptom
"1,3-Dinitrobenzene",Hypotension/Shock,hasSymptom
"1,3-Dinitrobenzene",Hypoxia/Cyanosis,hasSymptom
"1,3-Dinitrobenzene",Tachycardia,hasSymptom
"1,3-Dinitrobenzene",Chest Discomfort,hasSymptom
"1,3-Dinitrobenzene",Hypoxia/cyanosis,hasSymptom
"1,3-Dinitrobenzene",Irregular Breathing,hasSymptom
"1,3-Dinitrobenzene",Rapid Breathing,hasSymptom
"1,3-Dinitrobenzene",Respiratory Arrest,hasSymptom
"1,3-Dinitrobenzene",Shortness of Breathing,hasSymptom
"1,3-Dinitrobenzene",Slow Breathing,hasSymptom
"1,3-Dinitrobenzene",Wheezing,hasSymptom
"1,3-Dinitrobenzene",Nausea,hasSymptom
"1,3-Dinitrobenzene",Vomiting,hasSymptom
"1,3-Dinitrobenzene",Cyanosis/blue,hasSymptom
"1,3-Dinitrobenzene",itching,hasSymptom
"1,3-Dinitrobenzene",Rash,hasSymptom
"1,3-Dinitrobenzene",Skin burns/burning,hasSymptom
"1,3-Dinitrobenzene",Skin redness,hasSymptom
"1,3-Dinitrobenzene",Skin sweling,hasSymptom
"1,3-Dioxolane",Chilles,hasSymptom
"1,3-Dioxolane",High Body Temp,hasSymptom
"1,3-Dioxolane",Low Body Temp,hasSymptom
"1,3-Dioxolane",Shivering,hasSymptom
"1,3-Dioxolane",Headaches,hasSymptom
"1,3-Dioxolane",Hearing Loss,hasSymptom
"1,3-Dioxolane",Tinnitus,hasSymptom
"1,3-Dioxolane",Eye irritation/redness,hasSymptom
"1,3-Dioxolane",Eye Swelling,hasSymptom
"1,3-Dioxolane",Nosal Irritation,hasSymptom
"1,3-Dioxolane",Runny nose,hasSymptom
"1,3-Dioxolane",Coughing/chocking,hasSymptom
"1,3-Dioxolane",Mouth irritation,hasSymptom
"1,3-Dioxolane",Throat irritation,hasSymptom
"1,3-Dioxolane",Chest pain,hasSymptom
"1,3-Dioxolane",Chest Discomfort,hasSymptom
"1,3-Dioxolane",Coughing/Chocking,hasSymptom
"1,3-Dioxolane",Irregular Breathing,hasSymptom
"1,3-Dioxolane",Rapid Breathing,hasSymptom
"1,3-Dioxolane",Resp burning/irritation,hasSymptom
"1,3-Dioxolane",Shortness of Breathing,hasSymptom
"1,3-Dioxolane",Wheezing,hasSymptom
"1,3-Dioxolane",Diarrhea,hasSymptom
"1,3-Dioxolane",Nausea,hasSymptom
"1,3-Dioxolane",Vomiting,hasSymptom
"1,3-Dioxolane",Skin redness,hasSymptom
"1,3-Dioxolane",Skin sweling,hasSymptom
"1,3-Pentadiene",High Body Temp,hasSymptom
"1,3-Pentadiene",Agitation,hasSymptom
"1,3-Pentadiene",Lower Mentatl State,hasSymptom
"1,3-Pentadiene",unresponsive,hasSymptom
"1,3-Pentadiene",Hearing Loss,hasSymptom
"1,3-Pentadiene",Tinnitus,hasSymptom
"1,3-Pentadiene",Dilated Pupils,hasSymptom
"1,3-Pentadiene",Eye irritation/redness,hasSymptom
"1,3-Pentadiene",Eye Swelling,hasSymptom
